datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-04-24 00:00:00,1080306,1110320,2021-04-24 00:00:00,1,2
2021-04-24 00:00:02,1800016,208F006,2021-04-23 00:00:00,1,2
2021-04-24 00:00:03,1080306,1110320,2021-04-24 00:00:00,1,2
2021-04-24 00:00:08,1400116,1800091,2021-04-23 00:00:00,1,2
2021-04-24 00:00:10,1800186,1110200,2021-04-23 04:00:00,2,2
2021-04-24 00:00:11,1040368,1421003,2021-04-23 00:00:00,1,2
2021-04-24 00:00:11,1800081,5052001,2021-04-24 08:00:00,1,2
2021-04-24 00:00:14,5013006,9039100,2021-04-24 00:00:00,1,2
2021-04-24 00:00:15,1040156,1082060,2021-04-23 00:00:00,1,2
2021-04-24 00:00:18,214K086,1810091,2021-04-23 00:00:00,1,2
2021-04-24 00:00:23,1040368,1421003,2021-04-23 00:00:00,1,2
2021-04-24 00:00:25,1040266,1040011,2021-04-23 00:00:00,1,2
2021-04-24 00:00:27,1800016,1400041,2021-04-22 23:00:00,1,2
2021-04-24 00:00:27,1040431,1010076,2021-04-23 00:00:00,1,2
2021-04-24 00:00:27,1800006,1100086,2021-04-23 00:00:00,1,2
2021-04-24 00:00:28,1800081,6013021,2021-04-24 00:00:00,1,2
2021-04-24 00:00:36,1040056,5052001,2021-04-24 00:00:00,1,2
2021-04-24 00:00:38,1420056,1810111,2021-04-24 04:00:00,1,1
2021-04-24 00:00:38,1800016,1400041,2021-04-22 22:00:00,1,2
2021-04-24 00:00:41,6010021,1080116,2021-04-24 00:00:00,1,2
2021-04-24 00:00:42,1800004,1080316,2021-04-24 00:00:00,1,2
2021-04-24 00:00:50,213A056,1040046,2021-05-12 10:40:00,1,2
2021-04-24 00:00:50,6017001,1040036,2021-04-24 00:00:00,1,2
2021-04-24 00:00:52,1040456,1010016,2021-04-24 00:00:00,1,2
2021-04-24 00:00:58,1040036,1040086,2021-04-24 00:00:00,1,2
2021-04-24 00:00:58,1800016,208F006,2021-04-25 07:00:00,2,1
2021-04-24 00:01:02,1040456,1010016,2021-04-24 00:10:00,1,2
2021-04-24 00:01:03,6011016,1040156,2021-04-24 00:10:00,1,2
2021-04-24 00:01:04,1040456,1010016,2021-04-24 00:10:00,1,2
2021-04-24 00:01:05,1800183,1073026,2021-04-24 00:10:00,1,2
2021-04-24 00:01:08,1450550,9039330,2021-04-24 00:10:00,1,2
2021-04-24 00:01:11,1040056,5052001,2021-04-24 00:00:00,1,1
2021-04-24 00:01:13,1800146,9068031,2021-04-24 00:10:00,1,2
2021-04-24 00:01:20,1040016,1810091,2021-04-24 00:00:00,1,2
2021-04-24 00:01:21,6001101,1040096,2021-04-28 18:00:00,1,2
2021-04-24 00:01:21,1040031,1040086,2021-04-24 06:00:00,1,2
2021-04-24 00:01:27,6001101,1040096,2021-04-28 18:00:00,1,2
2021-04-24 00:01:30,1040031,1040086,2021-04-24 00:10:00,1,2
2021-04-24 00:01:30,1800001,1800091,2021-04-24 08:00:00,1,2
2021-04-24 00:01:31,1040201,1082060,2021-04-24 00:10:00,1,2
2021-04-24 00:01:34,1080196,1040106,2021-04-24 00:10:00,1,2
2021-04-24 00:01:34,1800001,1800131,2021-04-23 00:00:00,1,4
2021-04-24 00:01:38,1800016,208F006,2021-04-25 07:00:00,2,1
2021-04-24 00:01:39,6010021,1080116,2021-04-24 00:10:00,1,2
2021-04-24 00:01:43,1040031,1040086,2021-04-24 06:00:00,1,2
2021-04-24 00:01:43,1800151,1830066,2021-04-24 00:10:00,1,2
2021-04-24 00:01:44,6010021,1080116,2021-04-24 00:10:00,1,2
2021-04-24 00:01:45,6010021,1080116,2021-04-24 00:10:00,1,2
2021-04-24 00:01:46,1800121,1062071,2021-04-24 00:10:00,1,2
2021-04-24 00:01:51,9090320,9092020,2021-05-01 09:00:00,1,2
2021-04-24 00:01:54,1800146,6016043,2021-04-24 00:10:00,1,2
2021-04-24 00:01:54,1040046,1100086,2021-04-24 00:10:00,1,2
2021-04-24 00:01:55,1800001,1810016,2021-04-24 00:10:00,1,2
2021-04-24 00:01:58,1800001,1800091,2021-04-24 08:00:00,1,2
2021-04-24 00:01:58,214K086,5017026,2021-05-10 09:00:00,1,2
2021-04-24 00:01:58,1011151,1040016,2021-04-24 04:00:00,2,5
2021-04-24 00:01:58,1010111,1412001,2021-04-23 06:00:00,1,2
2021-04-24 00:01:59,1020096,1461040,2021-04-24 00:10:00,1,2
2021-04-24 00:01:59,1011151,1040016,2021-04-24 04:00:00,2,5
2021-04-24 00:01:59,1800006,208F006,2021-04-24 00:10:00,1,2
2021-04-24 00:02:02,214K029,1040051,2021-04-24 06:10:00,1,2
2021-04-24 00:02:04,1020096,1461040,2021-04-24 00:10:00,1,2
2021-04-24 00:02:07,1020096,1461040,2021-04-24 00:10:00,1,2
2021-04-24 00:02:08,1040201,1040241,2021-04-24 00:10:00,1,2
2021-04-24 00:02:09,1040431,5010031,2021-04-24 00:00:00,1,2
2021-04-24 00:02:13,6028050,1810016,2021-04-24 00:10:00,1,2
2021-04-24 00:02:15,1040156,1082060,2021-04-23 00:00:00,1,2
2021-04-24 00:02:16,1040036,1040086,2021-04-24 06:00:00,1,2
2021-04-24 00:02:17,214K086,1430041,2021-04-24 00:10:00,1,2
2021-04-24 00:02:18,1020096,1461040,2021-04-24 00:10:00,1,2
2021-04-24 00:02:19,1800036,1710056,2021-04-24 00:10:00,1,2
