datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-08-29 00:00:01,1040046,1121001,2021-08-28 00:00:00,1,2
2021-08-29 00:00:08,214K006,214K106,2021-08-28 22:40:00,1,2
2021-08-29 00:00:12,1800016,214K091,2021-08-29 00:00:00,1,2
2021-08-29 00:00:13,1810086,213A026,2021-08-29 00:00:00,1,2
2021-08-29 00:00:14,1040026,208F001,2021-08-29 00:00:00,1,2
2021-08-29 00:00:17,1100031,1820046,2021-08-28 00:00:00,1,2
2021-08-29 00:00:20,213A026,1800066,2021-08-29 00:00:00,1,2
2021-08-29 00:00:25,1082070,1040241,2021-08-29 00:00:00,1,2
2021-08-29 00:00:26,1420046,204G006,2021-08-29 00:00:00,1,2
2021-08-29 00:00:27,1040121,1040086,2021-08-28 00:00:00,1,2
2021-08-29 00:00:29,1800006,1800116,2021-08-28 22:40:00,1,2
2021-08-29 00:00:35,1082070,1040241,2021-08-29 00:00:00,1,2
2021-08-29 00:00:35,213A056,1810036,2021-08-28 00:00:00,1,2
2021-08-29 00:00:36,1040016,1100006,2021-08-29 00:00:00,1,2
2021-08-29 00:00:40,1461050,1110330,2021-08-28 00:00:00,1,2
2021-08-29 00:00:40,1040016,1100006,2021-08-29 00:00:00,1,2
2021-08-29 00:00:45,1800041,6001061,2021-08-28 23:30:00,1,2
2021-08-29 00:00:45,1400011,1810036,2021-09-02 12:00:00,1,2
2021-08-29 00:00:48,1141020,6001026,2021-08-28 23:00:00,1,2
2021-08-29 00:00:49,5005046,1040156,2021-10-05 06:00:00,1,1
2021-08-29 00:00:52,1040016,1100006,2021-08-29 00:00:00,1,2
2021-08-29 00:01:03,1010256,1040116,2021-11-20 10:00:00,1,2
2021-08-29 00:01:04,214K026,1040096,2021-08-28 10:10:00,1,2
2021-08-29 00:01:05,1040026,1101026,2021-08-28 00:00:00,1,2
2021-08-29 00:01:07,1400041,1040036,2021-08-29 00:10:00,1,2
2021-08-29 00:01:09,1040046,1121001,2021-08-28 00:00:00,1,2
2021-08-29 00:01:12,1800006,1440096,2021-08-28 00:00:00,1,2
2021-08-29 00:01:15,1141020,6001026,2021-08-28 23:00:00,1,2
2021-08-29 00:01:19,1082070,1040236,2021-08-29 00:00:00,1,2
2021-08-29 00:01:20,214K036,1820046,2021-08-28 00:00:00,1,2
2021-08-29 00:01:23,1040096,214K066,2021-08-29 00:10:00,1,2
2021-08-29 00:01:23,1082050,1800001,2021-08-29 00:10:00,1,2
2021-08-29 00:01:25,1110330,1040116,2021-08-29 07:30:00,1,2
2021-08-29 00:01:25,1800061,1014006,2021-08-28 00:00:00,1,2
2021-08-29 00:01:26,1080181,9090350,2021-08-29 00:10:00,1,2
2021-08-29 00:01:27,6001006,1810101,2021-08-28 06:00:00,1,2
2021-08-29 00:01:31,6016081,1810036,2021-08-28 10:20:00,1,2
2021-08-29 00:01:31,1100016,1450520,2021-09-05 01:50:00,1,1
2021-08-29 00:01:31,1800086,6026071,2021-10-02 04:00:00,1,1
2021-08-29 00:01:32,1133001,1810046,2021-08-28 22:40:00,1,2
2021-08-29 00:01:32,1110320,1800036,2021-08-29 00:10:00,1,2
2021-08-29 00:01:33,1040016,1100006,2021-08-29 00:00:00,1,2
2021-08-29 00:01:36,1800026,1110250,2021-08-29 00:10:00,1,2
2021-08-29 00:01:37,214K031,1820046,2021-08-28 00:00:00,1,2
2021-08-29 00:01:38,1040086,1040108,2021-08-29 00:10:00,1,2
2021-08-29 00:01:40,1400011,1800051,2021-08-29 00:00:00,1,2
2021-08-29 00:01:40,1040121,1040086,2021-08-29 00:10:00,2,3
2021-08-29 00:01:41,1800016,1040016,2021-08-29 00:10:00,1,2
2021-08-29 00:01:42,1082070,1040236,2021-08-29 00:00:00,1,2
2021-08-29 00:01:42,1810016,1800001,2021-08-28 22:00:00,1,2
2021-08-29 00:01:42,224D086,1040086,2021-08-29 10:00:00,1,1
2021-08-29 00:01:45,1412006,1040361,2021-08-28 00:00:00,1,2
2021-08-29 00:01:46,1800026,1800186,2021-08-29 00:10:00,1,2
2021-08-29 00:01:51,1800061,1014006,2021-08-28 00:00:00,1,2
2021-08-29 00:01:52,1800081,1800116,2021-08-29 00:00:00,1,2
2021-08-29 00:01:53,1420046,204B013,2021-08-29 00:10:00,1,2
2021-08-29 00:01:54,1082070,1040241,2021-08-29 00:00:00,1,2
2021-08-29 00:01:58,1800061,1010256,2021-08-29 00:10:00,1,1
2021-08-29 00:01:58,1040086,1040108,2021-08-29 00:10:00,1,2
2021-08-29 00:02:02,9039180,5029021,2021-08-29 00:10:00,1,2
2021-08-29 00:02:03,1461120,1040108,2021-08-29 00:10:00,1,2
2021-08-29 00:02:06,6009021,1420016,2021-08-27 08:00:00,1,2
2021-08-29 00:02:12,1461230,1040366,2019-10-01 12:00:00,1,2
2021-08-29 00:02:14,214K041,1800091,2021-08-29 00:10:00,1,2
2021-08-29 00:02:14,6014011,1080136,2021-09-18 09:10:00,1,2
2021-08-29 00:02:15,1400006,5017011,2021-05-03 10:10:00,1,2
2021-08-29 00:02:18,1040236,1040171,2021-08-29 00:10:00,1,2
2021-08-29 00:02:18,1420046,204B013,2021-08-29 00:10:00,1,2
