datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-08-28 00:00:02,1040431,1040236,2021-08-31 09:00:00,1,2
2021-08-28 00:00:04,1040236,1040156,2021-08-28 06:10:00,1,2
2021-08-28 00:00:05,5004001,1800131,2021-08-27 22:10:00,1,2
2021-08-28 00:00:08,1040016,1040086,2021-08-27 08:00:00,1,2
2021-08-28 00:00:08,1040096,1040011,2021-08-28 00:00:00,1,2
2021-08-28 00:00:09,1400081,1810086,2021-08-27 07:00:00,1,2
2021-08-28 00:00:11,1400046,1040416,2020-10-02 07:40:00,1,2
2021-08-28 00:00:12,1800061,1440061,2021-08-28 00:00:00,1,2
2021-08-28 00:00:16,1014006,1040126,2021-08-28 00:00:00,1,2
2021-08-28 00:00:17,1040031,1110200,2021-08-27 10:10:00,1,2
2021-08-28 00:00:17,6017001,1440036,2021-08-29 06:00:00,1,2
2021-08-28 00:00:18,1800076,1040076,2021-08-27 22:10:00,1,2
2021-08-28 00:00:19,1040020,1040116,2021-08-30 22:10:00,1,2
2021-08-28 00:00:29,214K051,1461060,2021-08-27 21:40:00,1,2
2021-08-28 00:00:34,1014006,1040126,2021-08-28 00:00:00,1,2
2021-08-28 00:00:34,1800146,1800183,2021-08-27 22:10:00,1,2
2021-08-28 00:00:34,1800001,1810066,2021-08-28 01:10:00,1,2
2021-08-28 00:00:34,1040046,1040026,2021-08-28 00:00:00,1,2
2021-08-28 00:00:34,214K051,1461060,2021-08-28 00:00:00,1,2
2021-08-28 00:00:36,1014006,1040126,2021-08-28 00:00:00,1,2
2021-08-28 00:00:36,6017001,1440036,2021-08-29 04:00:00,1,2
2021-08-28 00:00:37,1800056,1040051,2021-08-27 22:10:00,1,2
2021-08-28 00:00:39,213A031,1800051,2021-08-28 00:00:00,1,2
2021-08-28 00:00:39,1040241,1400011,2021-09-05 11:00:00,1,2
2021-08-28 00:00:41,1040031,1110200,2021-08-27 10:10:00,1,2
2021-08-28 00:00:45,1040076,214K056,2021-08-28 00:00:00,1,2
2021-08-28 00:00:45,1040046,1040026,2021-08-28 00:00:00,1,2
2021-08-28 00:00:46,1133001,1800026,2021-08-28 04:00:00,1,2
2021-08-28 00:00:47,1040241,1400011,2021-09-05 11:00:00,1,2
2021-08-28 00:00:48,1800001,1810066,2021-08-28 00:10:00,1,2
2021-08-28 00:00:49,1040076,1040106,2021-08-28 00:00:00,1,2
2021-08-28 00:00:51,6017001,1440036,2021-08-29 03:00:00,1,2
2021-08-28 00:00:51,6017001,1440036,2021-08-29 03:00:00,1,2
2021-08-28 00:00:53,1110400,5017021,2021-08-28 00:00:00,1,2
2021-08-28 00:00:53,1800001,1810066,2021-08-28 00:10:00,1,2
2021-08-28 00:00:55,1133001,1800026,2021-08-28 03:00:00,1,2
2021-08-28 00:00:57,1040091,1810061,2021-08-27 10:10:00,1,3
2021-08-28 00:00:57,1800041,6026081,2021-08-28 07:30:00,1,2
2021-08-28 00:00:58,1110320,1800121,2021-08-29 08:30:00,1,2
2021-08-28 00:00:59,6017001,1440036,2021-08-29 03:00:00,1,2
2021-08-28 00:00:59,213A031,1040241,2021-08-28 00:00:00,1,2
2021-08-28 00:01:00,213A031,1040241,2021-08-28 00:10:00,1,2
2021-08-28 00:01:02,5004001,1800131,2021-08-27 22:10:00,1,2
2021-08-28 00:01:04,1800081,1010061,2021-08-28 00:00:00,1,2
2021-08-28 00:01:05,6015001,214K071,2021-08-27 22:10:00,1,2
2021-08-28 00:01:09,1040341,1040456,2021-08-28 11:30:00,1,1
2021-08-28 00:01:09,1100016,1040116,2021-08-28 00:00:00,1,2
2021-08-28 00:01:11,213A031,1040241,2021-08-28 00:10:00,1,2
2021-08-28 00:01:14,214K051,1461060,2021-08-27 21:40:00,1,2
2021-08-28 00:01:14,6016001,1080301,2021-08-28 00:10:00,1,2
2021-08-28 00:01:16,1800081,1010061,2021-08-28 00:00:00,1,2
2021-08-28 00:01:17,6017001,1440036,2021-08-29 03:00:00,1,2
2021-08-28 00:01:19,6017001,1440036,2021-08-29 05:00:00,1,2
2021-08-28 00:01:19,1110400,5017021,2021-08-28 00:00:00,1,2
2021-08-28 00:01:22,1800061,1040236,2021-08-28 00:00:00,1,2
2021-08-28 00:01:24,1040086,1040106,2021-08-27 22:10:00,1,2
2021-08-28 00:01:25,1040076,6009021,2021-08-28 00:10:00,1,2
2021-08-28 00:01:31,6011016,1800051,2021-08-27 21:30:00,1,2
2021-08-28 00:01:34,1800001,1800036,2021-08-27 23:50:00,1,2
2021-08-28 00:01:34,6028020,1040046,2021-08-28 00:00:00,1,2
2021-08-28 00:01:35,1800006,1800028,2021-08-28 00:10:00,1,2
2021-08-28 00:01:40,6017001,1440036,2021-08-29 07:00:00,1,2
2021-08-28 00:01:41,1040051,1800086,2021-08-28 00:10:00,1,2
2021-08-28 00:01:41,1800116,1800176,2021-08-28 00:10:00,1,2
2021-08-28 00:01:42,1040116,1040236,2021-08-27 22:10:00,1,2
2021-08-28 00:01:44,1040158,1040020,2021-08-28 00:10:00,1,2
2021-08-28 00:01:46,6028020,1040046,2021-08-28 00:00:00,1,2
