datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-12-02 00:00:00,1800026,1073041,2021-12-01 00:00:00,1,2
2021-12-02 00:00:05,1040241,1440006,2021-12-02 00:00:00,1,2
2021-12-02 00:00:11,6019006,5036010,2021-12-02 00:00:00,1,2
2021-12-02 00:00:14,1430026,6026081,2021-12-01 00:00:00,1,2
2021-12-02 00:00:23,1400026,1040251,2021-12-02 00:00:00,1,2
2021-12-02 00:00:34,1440096,1040221,2021-12-02 00:00:00,1,2
2021-12-02 00:00:35,1400026,1040251,2021-12-02 00:00:00,1,2
2021-12-02 00:00:41,1080126,1461060,2021-12-01 00:00:00,1,2
2021-12-02 00:00:41,8005001,1040136,2021-12-02 00:00:00,1,2
2021-12-02 00:00:42,1800076,8004006,2021-12-01 00:00:00,1,2
2021-12-02 00:00:45,1110300,1040456,2021-12-01 06:00:00,1,2
2021-12-02 00:00:45,1040241,1440006,2021-12-02 00:00:00,1,2
2021-12-02 00:00:47,213A006,1800091,2021-12-02 00:00:00,1,2
2021-12-02 00:00:49,1040201,204B013,2021-12-02 09:50:00,1,1
2021-12-02 00:00:56,1810086,1400171,2021-12-01 23:50:00,1,2
2021-12-02 00:00:58,1800026,1800061,2021-12-05 10:00:00,1,2
2021-12-02 00:00:59,1800001,1040076,2021-12-02 00:00:00,1,2
2021-12-02 00:01:00,1800086,1800001,2021-12-02 00:00:00,1,2
2021-12-02 00:01:03,1800086,1800001,2021-12-02 00:00:00,1,2
2021-12-02 00:01:03,1461040,7001021,2021-12-02 00:10:00,1,2
2021-12-02 00:01:03,1800051,1810046,2021-12-02 00:10:00,1,2
2021-12-02 00:01:05,1800026,1800061,2021-12-05 10:00:00,1,2
2021-12-02 00:01:06,1800001,1040076,2021-12-02 00:00:00,1,2
2021-12-02 00:01:07,1800026,1800061,2021-12-05 10:00:00,1,2
2021-12-02 00:01:09,6016011,205A003,2021-12-02 00:10:00,1,2
