datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-06-05 00:00:08,1440051,1040051,2021-06-05 00:00:00,1,2
2021-06-05 00:00:15,1040026,1010256,2021-06-04 00:00:00,1,1
2021-06-05 00:00:16,1040001,1040076,2021-06-04 17:00:00,1,2
2021-06-05 00:00:21,1040106,1800036,2021-06-04 00:00:00,1,2
2021-06-05 00:00:24,214K056,1810026,2021-06-05 00:00:00,1,2
2021-06-05 00:00:29,1800011,1100086,2021-06-04 00:00:00,1,2
2021-06-05 00:00:29,1040001,1040076,2021-06-12 17:00:00,1,2
2021-06-05 00:00:34,1130016,1040016,2021-06-05 07:00:00,1,2
2021-06-05 00:00:41,214K006,1800121,2021-06-05 00:00:00,1,2
2021-06-05 00:00:41,1040051,1800016,2021-06-05 00:00:00,1,2
2021-06-05 00:00:42,1412006,1030261,2021-06-04 00:00:00,1,2
2021-06-05 00:00:44,1030131,1040366,2021-06-05 00:00:00,1,2
2021-06-05 00:00:45,1110350,1800091,2021-06-11 09:30:00,1,1
2021-06-05 00:00:46,1412006,1030261,2021-06-04 00:00:00,1,2
2021-06-05 00:00:46,1040251,1040391,2021-06-03 07:45:00,1,1
2021-06-05 00:00:50,214K056,1800072,2021-06-04 00:00:00,1,2
2021-06-05 00:00:50,1410006,213A046,2021-06-25 17:00:00,1,2
2021-06-05 00:00:51,1800001,1080321,2021-06-05 00:00:00,1,2
2021-06-05 00:00:55,1800076,1400011,2021-06-05 07:30:00,1,1
2021-06-05 00:01:00,1440096,1400011,2021-06-05 00:00:00,1,2
2021-06-05 00:01:02,1130016,1040016,2021-06-05 07:00:00,1,2
2021-06-05 00:01:07,1040031,1040201,2021-06-05 00:00:00,1,4
2021-06-05 00:01:08,1040241,1040216,2021-06-05 00:00:00,1,2
2021-06-05 00:01:10,6016006,5017021,2021-06-05 00:10:00,1,2
2021-06-05 00:01:12,1040013,1040076,2021-06-12 17:00:00,1,2
2021-06-05 00:01:13,214K006,1800121,2021-06-05 00:10:00,1,2
2021-06-05 00:01:14,1040106,1800036,2021-06-04 00:00:00,1,2
2021-06-05 00:01:16,1080321,1800006,2021-06-05 00:10:00,1,2
2021-06-05 00:01:17,1040191,6019006,2021-06-05 13:00:00,1,2
2021-06-05 00:01:22,1040241,1040216,2021-06-05 00:00:00,1,2
2021-06-05 00:01:23,1040241,1040291,2021-06-05 00:10:00,1,2
2021-06-05 00:01:28,1800072,1820046,2021-06-04 00:00:00,1,2
2021-06-05 00:01:32,1810001,5045030,2021-06-05 07:00:00,1,1
2021-06-05 00:01:36,1800072,1820046,2021-06-05 00:10:00,1,2
2021-06-05 00:01:40,1800072,1820046,2021-06-04 00:00:00,1,2
2021-06-05 00:01:40,204B026,1040391,2021-06-03 07:45:00,1,1
2021-06-05 00:01:42,1040051,1800016,2021-06-05 00:00:00,1,2
2021-06-05 00:01:43,1400026,1800121,2021-06-04 23:40:00,1,2
2021-06-05 00:01:46,1110360,1800121,2021-07-14 10:00:00,2,2
2021-06-05 00:01:46,1800026,1100086,2021-06-04 00:00:00,1,2
2021-06-05 00:01:51,214K056,1800072,2021-06-04 00:00:00,1,2
2021-06-05 00:01:56,1040051,1800016,2021-06-05 10:00:00,1,2
2021-06-05 00:01:57,1040061,1400081,2021-06-05 00:10:00,1,2
2021-06-05 00:01:57,205D060,204B026,2021-06-05 11:00:00,1,2
2021-06-05 00:01:57,1040303,1040341,2021-06-13 05:50:00,1,1
2021-06-05 00:02:09,1040191,6019006,2021-06-05 13:00:00,1,2
2021-06-05 00:02:10,6026016,1040241,2021-06-05 09:00:00,1,2
2021-06-05 00:02:10,1040241,1040291,2021-06-05 00:10:00,1,2
2021-06-05 00:02:12,1201066,1800036,2021-06-05 00:10:00,1,2
2021-06-05 00:02:15,1430021,1040236,2021-06-05 00:10:00,1,2
2021-06-05 00:02:15,1110240,214K106,2021-06-05 00:00:00,1,2
2021-06-05 00:02:16,1420056,1040241,2021-06-05 00:10:00,1,2
2021-06-05 00:02:17,1040241,1040276,2021-06-05 00:10:00,1,2
2021-06-05 00:02:19,6026016,1040241,2021-06-05 09:00:00,1,2
2021-06-05 00:02:23,1040303,1040341,2021-06-13 05:50:00,1,2
2021-06-05 00:02:25,1040031,1080321,2021-06-05 06:00:00,1,1
2021-06-05 00:02:26,1040191,6019001,2021-06-05 13:00:00,1,2
2021-06-05 00:02:26,204G006,1040191,2021-06-05 00:10:00,1,2
2021-06-05 00:02:31,1430036,1040046,2021-06-05 00:10:00,1,2
2021-06-05 00:02:38,204B016,1040391,2021-06-03 07:45:00,1,1
2021-06-05 00:02:40,1040266,1040181,2021-06-05 00:10:00,1,2
2021-06-05 00:02:41,1430036,1040046,2021-06-05 00:10:00,1,2
2021-06-05 00:02:43,1800116,1080321,2021-06-05 00:10:00,1,2
2021-06-05 00:02:45,5022002,1461050,2021-06-05 20:10:00,1,4
2021-06-05 00:02:49,1040016,6028050,2021-06-05 00:10:00,1,3
2021-06-05 00:02:51,1800051,1830021,2021-06-04 00:00:00,1,3
2021-06-05 00:02:51,5022002,1461050,2021-06-05 00:10:00,1,2
2021-06-05 00:02:54,1430036,1040046,2021-06-05 00:10:00,1,2
2021-06-05 00:03:00,6014006,1461150,2021-06-05 00:10:00,1,2
2021-06-05 00:03:03,1040051,5034006,2021-06-05 00:10:00,1,2
2021-06-05 00:03:03,1040191,1800086,2021-06-05 00:00:00,1,1
2021-06-05 00:03:06,1800051,1830021,2021-06-04 08:00:00,1,3
2021-06-05 00:03:10,1040051,5034006,2021-06-05 00:10:00,1,2
2021-06-05 00:03:11,1040026,1010256,2021-06-04 00:00:00,1,1
2021-06-05 00:03:13,1800186,1461050,2021-06-05 20:10:00,1,4
2021-06-05 00:03:16,5022002,1461050,2021-06-05 20:10:00,1,4
2021-06-05 00:03:18,1040013,1040056,2021-06-05 00:10:00,1,2
2021-06-05 00:03:18,6016026,1040331,2021-06-04 23:40:00,1,2
2021-06-05 00:03:19,1430036,1040046,2021-06-05 00:10:00,1,2
2021-06-05 00:03:24,1800186,1461050,2021-06-05 20:10:00,1,4
2021-06-05 00:03:24,1800186,1461050,2021-06-05 00:10:00,1,2
2021-06-05 00:03:25,1800186,1461050,2021-06-05 00:10:00,1,2
2021-06-05 00:03:26,1040013,1040056,2021-06-05 00:10:00,1,2
2021-06-05 00:03:32,1450500,1400141,2021-06-05 00:10:00,1,2
2021-06-05 00:03:34,213A031,1040116,2021-06-04 23:40:00,1,2
2021-06-05 00:03:34,214K006,1800111,2021-06-05 00:10:00,1,2
2021-06-05 00:03:34,1040191,1800086,2021-06-05 00:00:00,1,1
2021-06-05 00:03:37,1800076,1400011,2021-06-05 07:30:00,1,1
2021-06-05 00:03:53,1461090,1810036,2021-06-05 00:10:00,1,2
2021-06-05 00:03:54,1040241,5009041,2021-06-04 00:00:00,1,2
2021-06-05 00:03:55,1040251,1040011,2021-06-05 00:10:00,1,4
2021-06-05 00:03:55,1800026,1710054,2021-06-04 23:40:00,1,2
2021-06-05 00:03:57,6014006,1461150,2021-06-05 01:10:00,1,2
2021-06-05 00:03:58,6028030,1040016,2021-06-05 00:10:00,1,3
2021-06-05 00:04:00,205D590,1410036,2021-06-05 00:10:00,1,2
2021-06-05 00:04:01,1430036,1040046,2021-06-05 00:10:00,1,2
2021-06-05 00:04:02,1040051,1400081,2021-06-04 23:40:00,1,2
2021-06-05 00:04:03,205D570,1400226,2021-06-04 23:40:00,1,2
2021-06-05 00:04:11,205D590,1410036,2021-06-05 00:10:00,1,2
2021-06-05 00:04:12,205D590,1410036,2021-06-05 00:10:00,1,2
2021-06-05 00:04:14,1430036,1040046,2021-06-05 00:10:00,1,2
2021-06-05 00:04:16,214K021,1040291,2021-06-05 00:10:00,1,2
2021-06-05 00:04:17,1040046,1082060,2021-06-05 00:10:00,1,2
2021-06-05 00:04:17,1040191,1461050,2021-06-05 00:00:00,1,1
2021-06-05 00:04:18,6015006,1040266,2021-06-05 00:10:00,1,2
