datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-05-05 00:00:01,214K031,1800121,2021-05-04 00:00:00,1,2
2021-05-05 00:00:08,6009021,1420021,2021-05-08 23:00:00,1,2
2021-05-05 00:00:08,1080156,1040011,2021-05-04 00:00:00,1,2
2021-05-05 00:00:08,1410036,1040246,2021-05-05 00:00:00,1,2
2021-05-05 00:00:09,6016081,1040061,2021-05-05 00:00:00,1,2
2021-05-05 00:00:10,1080066,1412006,2021-05-05 00:00:00,1,2
2021-05-05 00:00:10,214K096,1040061,2021-05-05 00:00:00,1,2
2021-05-05 00:00:12,1040262,204G006,2021-05-04 00:00:00,1,2
2021-05-05 00:00:15,1800116,1110290,2021-05-05 00:00:00,1,2
2021-05-05 00:00:17,1080321,1800176,2021-05-04 12:30:00,1,1
2021-05-05 00:00:21,6013006,1040051,2021-05-04 23:10:00,1,1
2021-05-05 00:00:21,1080156,1040011,2021-05-05 00:00:00,1,2
2021-05-05 00:00:24,6009021,1420021,2021-05-08 23:00:00,1,2
2021-05-05 00:00:26,213A031,1800111,2021-05-04 01:00:00,1,2
2021-05-05 00:00:27,1800066,214K051,2021-05-05 00:00:00,1,2
2021-05-05 00:00:30,1040216,1440006,2021-05-05 00:00:00,1,2
2021-05-05 00:00:32,1800116,8017011,2021-05-05 00:00:00,1,2
2021-05-05 00:00:35,1040051,1040106,2021-05-05 00:00:00,1,2
2021-05-05 00:00:39,1440071,1800006,2021-05-05 00:00:00,1,2
2021-05-05 00:00:45,1440071,1800006,2021-05-05 00:00:00,1,2
2021-05-05 00:00:45,1080321,1800176,2021-05-04 12:30:00,1,1
2021-05-05 00:00:46,1800026,1800072,2021-05-04 09:40:00,1,1
2021-05-05 00:00:47,1040011,7002071,2021-05-04 00:00:00,1,2
2021-05-05 00:00:54,1410036,1040401,2021-05-05 00:00:00,1,2
2021-05-05 00:00:57,1410036,1040401,2021-05-05 00:00:00,1,2
2021-05-05 00:01:02,1800116,1110290,2021-05-05 12:00:00,1,2
2021-05-05 00:01:06,1800116,1110290,2021-05-05 12:00:00,1,2
2021-05-05 00:01:12,1800051,1072021,2021-05-04 00:00:00,1,2
2021-05-05 00:01:16,5017006,6011051,2021-05-04 00:00:00,1,2
2021-05-05 00:01:16,1040116,1040161,2021-05-05 00:10:00,1,2
2021-05-05 00:01:17,1040011,7002071,2021-05-04 00:00:00,1,2
2021-05-05 00:01:17,1461110,1040026,2021-05-06 17:00:00,1,2
2021-05-05 00:01:18,1040051,1110320,2021-05-04 00:00:00,1,2
2021-05-05 00:01:18,1820046,1100016,2021-05-04 00:00:00,1,2
2021-05-05 00:01:18,1040051,1110320,2021-05-04 00:00:00,1,2
2021-05-05 00:01:19,1800076,1011126,2021-05-05 00:00:00,1,2
2021-05-05 00:01:21,1040262,204B016,2021-05-04 00:00:00,1,2
2021-05-05 00:01:22,1040116,1040161,2021-05-05 00:10:00,1,2
2021-05-05 00:01:24,1100006,1800121,2021-05-04 00:00:00,1,2
2021-05-05 00:01:26,1461110,1040026,2021-05-06 17:00:00,1,2
2021-05-05 00:01:26,1461110,1040026,2021-05-05 00:10:00,1,2
2021-05-05 00:01:27,1800001,1820021,2021-05-05 06:00:00,1,2
2021-05-05 00:01:30,204G006,1040181,2021-05-05 00:00:00,1,2
2021-05-05 00:01:37,1410036,1040401,2021-05-05 00:10:00,1,2
2021-05-05 00:01:38,1800001,1800081,2021-05-05 17:00:00,1,2
2021-05-05 00:01:39,1800036,1810021,2021-05-06 10:00:00,1,2
2021-05-05 00:01:43,1800091,5007001,2021-05-05 00:10:00,1,3
2021-05-05 00:01:47,1461080,1461230,2021-05-04 00:00:00,1,2
2021-05-05 00:01:58,1810136,1800026,2021-05-04 00:00:00,1,2
2021-05-05 00:01:59,6016091,1810036,2021-05-04 13:00:00,1,2
2021-05-05 00:02:00,6016026,1040051,2021-05-05 00:10:00,1,2
2021-05-05 00:02:05,1410036,1040401,2021-05-15 00:00:00,1,2
2021-05-05 00:02:06,1040051,1011126,2021-05-05 00:00:00,1,2
2021-05-05 00:02:09,1410036,1040401,2021-05-15 00:00:00,1,2
2021-05-05 00:02:10,1800116,1110290,2021-05-05 00:10:00,1,2
2021-05-05 00:02:10,1800001,1800081,2021-05-05 17:00:00,1,2
2021-05-05 00:02:18,1410036,1040401,2021-05-15 00:00:00,1,2
2021-05-05 00:02:24,1040020,1110300,2021-05-05 00:10:00,1,2
2021-05-05 00:02:28,1040096,1040236,2021-05-05 00:10:00,1,2
2021-05-05 00:02:34,1410036,1040401,2021-05-15 10:00:00,1,2
2021-05-05 00:02:37,1410036,1040401,2021-05-15 10:00:00,1,2
2021-05-05 00:02:40,1800001,5017021,2021-05-04 21:40:00,1,2
2021-05-05 00:02:41,1800111,214K041,2021-05-05 00:10:00,1,2
2021-05-05 00:02:42,6016066,5017011,2021-05-04 20:40:00,1,2
2021-05-05 00:02:45,1410036,1040401,2021-05-15 10:00:00,1,2
2021-05-05 00:02:46,1800111,214K041,2021-05-05 00:10:00,1,2
2021-05-05 00:02:49,1010021,1040108,2021-05-05 00:10:00,1,2
2021-05-05 00:02:53,1080191,1110330,2021-05-05 00:10:00,1,2
2021-05-05 00:02:59,1040251,1040276,2021-05-05 00:10:00,1,2
2021-05-05 00:03:00,1040011,6021036,2021-05-05 13:10:00,1,2
2021-05-05 00:03:02,1410036,1040366,2021-05-15 10:00:00,1,2
2021-05-05 00:03:05,1040051,1461160,2021-05-04 12:30:00,1,1
2021-05-05 00:03:06,1410036,1040366,2021-05-15 10:00:00,1,2
2021-05-05 00:03:06,1800001,1080171,2021-07-12 06:00:00,1,2
2021-05-05 00:03:07,1080176,1040016,2021-05-05 00:10:00,1,2
2021-05-05 00:03:07,1410036,1040366,2021-05-15 10:00:00,1,2
2021-05-05 00:03:08,1040291,1040136,2021-05-10 07:40:00,1,2
2021-05-05 00:03:09,1410036,1040366,2021-05-15 10:00:00,1,2
2021-05-05 00:03:11,1080176,1040016,2021-05-05 00:10:00,1,2
