datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-05-27 00:00:02,1010101,1461080,2021-05-26 00:00:00,1,2
2021-05-27 00:00:05,1040456,1040446,2021-01-03 11:50:00,1,1
2021-05-27 00:00:09,1110360,1800051,2021-05-26 00:00:00,1,2
2021-05-27 00:00:14,1461150,1040061,2021-05-27 00:00:00,1,2
2021-05-27 00:00:22,214K101,1040366,2021-05-26 00:00:00,1,2
2021-05-27 00:00:29,1800186,1120011,2021-05-26 08:00:00,1,4
2021-05-27 00:00:34,1120041,1800028,2021-05-02 09:30:00,1,2
2021-05-27 00:00:39,1040026,1040126,2021-05-27 00:00:00,1,2
2021-05-27 00:00:41,214K101,213A056,2021-05-27 00:00:00,1,2
2021-05-27 00:00:41,1040020,6017016,2021-05-27 00:00:00,1,2
2021-05-27 00:00:44,1800186,1080221,2021-05-27 00:00:00,1,2
2021-05-27 00:00:45,1110360,1040201,2021-05-27 00:00:00,1,2
2021-05-27 00:00:45,1010031,1040236,2021-05-26 23:00:00,1,2
2021-05-27 00:00:45,1461160,1040216,2021-05-27 00:00:00,1,2
2021-05-27 00:00:47,1800036,1110320,2021-05-27 00:00:00,1,2
2021-05-27 00:00:47,1040361,9039340,2021-05-27 00:00:00,1,2
2021-05-27 00:00:49,1120031,1040016,2021-05-25 17:40:00,1,2
2021-05-27 00:00:52,1800011,1800016,2021-04-16 12:50:00,1,2
2021-05-27 00:00:54,1040181,1430071,2021-04-01 20:00:00,1,2
2021-05-27 00:00:54,1040361,9039370,2021-05-27 00:00:00,1,2
2021-05-27 00:00:59,1110360,1040201,2021-05-27 00:00:00,1,2
2021-05-27 00:01:02,1040361,9039340,2021-05-27 00:10:00,1,2
2021-05-27 00:01:04,1800186,1080221,2021-04-22 20:00:00,1,2
2021-05-27 00:01:07,1040091,214K101,2021-05-29 00:00:00,1,2
2021-05-27 00:01:12,1040091,214K101,2021-05-29 00:00:00,1,2
2021-05-27 00:01:12,5002036,1082053,2021-05-27 00:10:00,1,2
2021-05-27 00:01:13,1810091,213A031,2021-05-27 00:00:00,1,2
2021-05-27 00:01:27,1040361,9039370,2021-05-27 00:10:00,1,2
2021-05-27 00:01:27,1400121,1040108,2021-05-27 00:10:00,1,2
2021-05-27 00:01:28,1040361,9039340,2021-05-27 00:10:00,1,2
2021-05-27 00:01:31,9059040,1201306,2021-05-27 00:10:00,1,2
2021-05-27 00:01:35,1010171,1461060,2021-05-26 00:00:00,1,2
2021-05-27 00:01:38,1800186,1080221,2021-05-27 00:10:00,1,2
2021-05-27 00:01:39,1800186,1080221,2021-05-27 00:10:00,1,2
2021-05-27 00:01:40,6011041,5017021,2021-05-26 00:00:00,1,2
2021-05-27 00:01:42,1800186,1080221,2021-04-22 20:00:00,1,4
2021-05-27 00:01:45,1830021,1411006,2021-05-27 00:10:00,1,2
2021-05-27 00:01:46,1800076,1800026,2021-05-27 00:10:00,1,2
2021-05-27 00:01:49,1040026,1040126,2021-05-27 08:00:00,1,2
2021-05-27 00:01:52,1040126,1040011,2021-05-28 17:00:00,2,1
2021-05-27 00:01:52,1800086,1800186,2021-05-27 00:10:00,1,2
2021-05-27 00:01:58,1040096,1040236,2021-05-27 00:10:00,1,2
2021-05-27 00:01:59,6020002,1420011,2021-05-27 00:10:00,1,2
2021-05-27 00:01:59,1800066,1800072,2021-05-26 00:00:00,1,1
2021-05-27 00:02:05,6013006,1040076,2021-05-27 00:10:00,1,2
2021-05-27 00:02:07,1040096,1040236,2021-05-27 00:10:00,1,2
2021-05-27 00:02:11,1800006,1810101,2021-05-27 00:10:00,1,2
2021-05-27 00:02:12,1110360,1040086,2021-05-27 00:10:00,1,2
2021-05-27 00:02:19,1800086,1800186,2021-05-27 00:10:00,1,2
2021-05-27 00:02:25,1400011,1800121,2021-05-27 00:10:00,1,2
2021-05-27 00:02:26,1040096,1040236,2021-05-27 00:10:00,1,2
2021-05-27 00:02:29,1040096,1040236,2021-05-27 00:10:00,1,2
2021-05-27 00:02:32,1120041,1800028,2021-05-02 09:30:00,1,2
2021-05-27 00:02:33,1800076,1800026,2021-05-01 03:30:00,1,2
2021-05-27 00:02:38,1141060,1420056,2021-05-17 17:00:00,1,2
2021-05-27 00:02:43,1040046,208F001,2021-05-27 00:10:00,1,2
2021-05-27 00:02:48,1040026,9090020,2021-05-27 00:10:00,1,2
2021-05-27 00:02:48,1611031,1412006,2021-05-27 00:10:00,1,2
2021-05-27 00:02:55,214K291,1800006,2021-04-30 02:00:00,1,2
2021-05-27 00:02:57,1110360,1040086,2021-05-27 10:10:00,1,2
2021-05-27 00:03:00,1010016,1810036,2021-05-27 00:10:00,1,2
2021-05-27 00:03:04,1800001,1810091,2021-05-27 00:10:00,1,2
2021-05-27 00:03:06,1040106,1040236,2021-05-27 00:10:00,1,2
2021-05-27 00:03:12,1040014,1420046,2021-05-27 00:10:00,1,2
2021-05-27 00:03:12,1800076,1800026,2021-05-01 03:30:00,1,2
2021-05-27 00:03:12,1040126,1420056,2021-05-27 00:10:00,1,2
2021-05-27 00:03:15,214K066,1810101,2021-05-27 00:10:00,1,2
2021-05-27 00:03:20,1110360,1040086,2021-05-27 00:10:00,1,2
2021-05-27 00:03:25,1040046,1040116,2021-05-27 00:10:00,1,2
2021-05-27 00:03:27,1800146,1080176,2021-05-27 00:10:00,1,2
2021-05-27 00:03:32,1800036,1110320,2021-05-27 00:10:00,1,2
2021-05-27 00:03:41,1120041,1800028,2021-05-27 00:10:00,1,2
2021-05-27 00:03:43,1040016,1120011,2021-05-27 00:10:00,1,2
2021-05-27 00:03:47,1800186,204B031,2021-04-23 20:00:00,1,2
2021-05-27 00:03:51,1800076,214K056,2021-04-21 20:00:00,1,2
2021-05-27 00:03:52,1040046,1040116,2021-05-27 00:10:00,1,2
2021-05-27 00:03:57,1040016,1120011,2021-05-27 00:10:00,1,2
2021-05-27 00:03:59,214K101,213A056,2021-05-27 00:10:00,1,2
2021-05-27 00:04:00,1040016,1120011,2021-05-27 00:10:00,1,2
2021-05-27 00:04:02,1120041,1800028,2021-05-02 09:30:00,1,2
2021-05-27 00:04:03,205D590,8001026,2021-05-27 00:10:00,1,2
2021-05-27 00:04:03,6016001,1461160,2021-05-25 06:10:00,1,1
2021-05-27 00:04:04,6013006,1040076,2021-05-27 00:10:00,1,2
2021-05-27 00:04:08,1040014,1420046,2021-05-27 01:10:00,1,2
2021-05-27 00:04:08,1040001,1040076,2021-05-26 00:00:00,1,1
2021-05-27 00:04:10,1040026,5017021,2021-05-27 00:10:00,1,2
2021-05-27 00:04:11,214K051,1461180,2021-05-27 00:10:00,1,2
