datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-09-04 00:00:05,1800001,1800081,2021-09-03 00:00:00,1,2
2021-09-04 00:00:05,1040076,1800091,2021-09-03 00:00:00,1,2
2021-09-04 00:00:09,5002001,1800121,2021-09-04 00:00:00,1,2
2021-09-04 00:00:11,1082010,1010031,2021-09-03 22:00:00,2,4
2021-09-04 00:00:18,5045010,1810036,2021-09-03 00:00:00,1,2
2021-09-04 00:00:30,1110250,1800051,2021-08-30 19:20:00,1,2
2021-09-04 00:00:31,1040076,1800091,2021-09-03 00:00:00,1,2
2021-09-04 00:00:31,214K071,212D006,2021-09-04 00:00:00,1,2
2021-09-04 00:00:33,1810026,1400011,2021-09-03 00:00:00,1,1
2021-09-04 00:00:34,1810001,214K056,2021-09-03 23:50:00,1,1
2021-09-04 00:00:37,1040096,1040276,2021-09-03 10:00:00,1,4
2021-09-04 00:00:39,1461080,1800091,2021-09-04 00:00:00,1,2
2021-09-04 00:00:46,1800006,6018001,2021-09-06 11:00:00,1,2
2021-09-04 00:00:46,6009021,1040116,2021-09-04 09:20:00,1,2
2021-09-04 00:00:52,1400058,1461050,2021-09-04 00:00:00,1,2
2021-09-04 00:00:52,1141040,1461050,2021-09-03 00:00:00,1,2
2021-09-04 00:00:54,214K021,1040096,2021-09-04 11:30:00,1,1
2021-09-04 00:00:56,6016091,1800041,2021-09-05 10:40:00,1,2
2021-09-04 00:00:58,1800016,1800001,2021-09-04 00:00:00,1,2
2021-09-04 00:01:14,1800131,1800051,2021-09-03 10:00:00,1,1
2021-09-04 00:01:14,214K056,1040026,2021-09-03 23:50:00,1,2
2021-09-04 00:01:17,1461200,1461050,2021-09-04 00:00:00,1,2
2021-09-04 00:01:18,1040146,1040251,2021-08-09 15:20:00,1,2
2021-09-04 00:01:19,1014006,1461050,2021-09-04 00:10:00,1,2
2021-09-04 00:01:21,1800016,1800001,2021-09-04 00:10:00,1,2
2021-09-04 00:01:24,1400006,1800111,2021-09-04 00:40:00,1,2
2021-09-04 00:01:25,1040036,1110320,2021-09-04 00:10:00,1,2
2021-09-04 00:01:26,9094420,1040241,2021-09-03 23:50:00,1,2
2021-09-04 00:01:29,1010021,1810036,2021-09-09 03:20:00,1,2
2021-09-04 00:01:31,1461050,204G006,2021-09-04 00:10:00,1,2
2021-09-04 00:01:33,1040013,1040116,2021-09-03 22:00:00,1,2
2021-09-04 00:01:35,1800006,6018001,2021-09-06 11:00:00,1,2
2021-09-04 00:01:35,1800091,1800146,2021-09-04 16:10:00,2,4
2021-09-04 00:01:36,1040241,1040326,2021-09-03 22:10:00,1,2
2021-09-04 00:01:37,214K071,212D006,2021-09-12 10:00:00,1,2
2021-09-04 00:01:41,1800001,1810001,2021-09-04 00:10:00,1,2
2021-09-04 00:01:44,1010006,1040016,2021-09-12 10:20:00,1,2
2021-09-04 00:01:45,1440051,1040291,2021-09-04 00:10:00,1,2
2021-09-04 00:01:45,213A026,5017021,2021-09-04 00:10:00,1,2
2021-09-04 00:01:49,5007046,1800061,2021-09-03 22:10:00,1,2
2021-09-04 00:01:50,1040036,1110320,2021-09-04 00:10:00,1,2
2021-09-04 00:01:50,213A031,1040076,2021-09-05 21:30:00,2,2
2021-09-04 00:01:51,1040291,1010001,2021-09-04 00:10:00,1,2
2021-09-04 00:01:51,1800016,1800001,2021-09-04 00:10:00,1,2
2021-09-04 00:01:55,1040051,1810036,2021-09-16 09:30:00,1,2
2021-09-04 00:01:57,1461140,5007041,2021-09-03 22:20:00,1,2
2021-09-04 00:01:58,6018001,1810036,2021-09-03 19:00:00,1,2
2021-09-04 00:01:59,1800056,1800111,2021-09-04 03:50:00,1,2
2021-09-04 00:02:04,1461140,5007041,2021-09-03 22:20:00,1,2
2021-09-04 00:02:04,1800176,1800051,2021-09-04 07:10:00,1,1
2021-09-04 00:02:07,1412001,1810016,2021-09-03 22:20:00,1,2
2021-09-04 00:02:11,1800016,5002011,2021-08-06 08:30:00,1,2
2021-09-04 00:02:14,6011026,1040061,2021-09-03 00:00:00,1,2
2021-09-04 00:02:25,5045010,1810036,2021-09-04 00:00:00,1,2
2021-09-04 00:02:25,1080321,1461080,2021-09-04 00:10:00,1,2
2021-09-04 00:02:29,1110320,1040036,2021-09-04 04:40:00,1,1
2021-09-04 00:02:30,1040026,6016011,2021-09-04 00:10:00,1,2
2021-09-04 00:02:35,5017021,1040051,2021-10-13 09:00:00,1,2
2021-09-04 00:02:35,5045010,1810036,2021-09-04 00:00:00,1,2
2021-09-04 00:02:35,9059020,6023021,2021-09-04 00:10:00,1,2
2021-09-04 00:02:38,5017021,1040051,2021-10-13 09:00:00,1,2
2021-09-04 00:02:44,1040056,1040236,2021-09-03 22:30:00,1,2
2021-09-04 00:02:55,1450560,1040016,2021-09-18 13:10:00,1,2
2021-09-04 00:02:56,1040026,6016011,2021-09-04 00:10:00,1,2
2021-09-04 00:02:59,1040326,1040431,2021-09-04 15:10:00,1,3
2021-09-04 00:03:04,1040086,1040031,2021-09-04 00:10:00,1,2
2021-09-04 00:03:07,6011016,1800131,2021-09-05 06:10:00,1,2
2021-09-04 00:03:09,214K071,212D006,2021-09-04 00:10:00,1,2
2021-09-04 00:03:11,1461050,1040116,2021-09-04 00:10:00,1,2
2021-09-04 00:03:17,6010011,1800061,2021-09-05 07:10:00,1,2
2021-09-04 00:03:20,1040086,6014001,2021-08-13 16:00:00,1,2
2021-09-04 00:03:24,1800016,214K071,2021-09-04 00:10:00,1,2
2021-09-04 00:03:29,214K046,1810086,2021-09-04 00:10:00,1,2
2021-09-04 00:03:33,1800016,214K071,2021-09-04 00:10:00,1,2
2021-09-04 00:03:33,1800001,1800081,2021-09-03 21:30:00,1,2
2021-09-04 00:03:40,1800001,1800061,2021-09-04 00:10:00,1,2
2021-09-04 00:03:44,1810046,1120008,2021-09-04 00:00:00,2,2
2021-09-04 00:03:49,5045010,1810036,2021-09-03 23:00:00,1,2
2021-09-04 00:03:49,1800001,1800146,2021-09-04 00:10:00,1,2
2021-09-04 00:03:50,1800001,1800061,2021-09-04 00:10:00,1,2
2021-09-04 00:03:59,5045010,1810036,2021-09-03 23:00:00,1,2
2021-09-04 00:04:02,1010004,5017021,2021-09-04 00:10:00,1,2
2021-09-04 00:04:04,6016036,1810001,2021-09-03 00:00:00,1,2
