datetime,start_code,end_code,spec_datetime,spec_type,car_type
2021-04-11 00:00:03,214K106,5009051,2021-04-10 04:00:00,1,2
2021-04-11 00:00:06,1800011,1010016,2021-04-10 21:20:00,1,2
2021-04-11 00:00:07,1461050,1800156,2021-04-10 00:00:00,1,2
2021-04-11 00:00:10,1810116,1800006,2021-04-11 00:00:00,1,2
2021-04-11 00:00:11,1110320,5017021,2021-04-11 00:00:00,1,2
2021-04-11 00:00:12,1800131,6011031,2021-04-10 00:00:00,1,2
2021-04-11 00:00:15,1800186,6011051,2021-04-11 00:00:00,1,2
2021-04-11 00:00:29,1040014,5017026,2021-06-11 12:00:00,1,2
2021-04-11 00:00:39,1810061,1400006,2021-04-10 10:00:00,1,2
2021-04-11 00:00:43,1800186,6011051,2021-04-17 09:00:00,1,1
2021-04-11 00:00:45,1040014,5017026,2021-06-11 12:00:00,1,2
2021-04-11 00:00:47,1040026,1040046,2021-04-10 21:20:00,1,2
2021-04-11 00:00:48,213A036,1420051,2021-04-10 00:00:00,1,2
2021-04-11 00:00:52,1461050,1800156,2021-04-10 00:00:00,1,1
2021-04-11 00:00:54,1810061,1400006,2021-04-10 10:00:00,1,2
2021-04-11 00:00:55,213A036,1420051,2021-04-11 00:00:00,1,2
2021-04-11 00:00:55,1810066,213A036,2021-04-11 00:00:00,1,2
2021-04-11 00:00:58,1461050,1800156,2021-04-10 00:00:00,1,1
2021-04-11 00:01:01,1080026,1040186,2021-04-10 00:00:00,1,2
2021-04-11 00:01:01,1040161,1040128,2021-04-10 00:00:00,1,2
2021-04-11 00:01:03,5017021,214K071,2021-04-10 12:00:00,1,2
2021-04-11 00:01:16,6017001,1040051,2021-04-20 10:00:00,1,2
2021-04-11 00:01:20,1810061,1110330,2021-04-11 00:10:00,1,2
2021-04-11 00:01:20,1810061,1110330,2021-04-10 10:00:00,1,2
2021-04-11 00:01:24,1080311,1010021,2021-05-01 16:00:00,1,1
2021-04-11 00:01:26,1461040,214K201,2021-04-11 00:10:00,1,2
2021-04-11 00:01:35,1810061,1110330,2021-04-10 10:00:00,1,2
2021-04-11 00:02:00,1110200,1461020,2021-04-10 00:00:00,1,2
2021-04-11 00:02:01,1400021,1800186,2021-04-11 00:10:00,1,2
2021-04-11 00:02:02,1040051,1040116,2021-04-11 06:00:00,1,2
2021-04-11 00:02:06,1110200,1461020,2021-04-10 00:00:00,1,2
2021-04-11 00:02:09,1810001,208F001,2021-04-10 09:00:00,1,2
2021-04-11 00:02:09,1101126,9090340,2021-04-11 00:10:00,1,2
2021-04-11 00:02:10,1040051,1040116,2021-04-11 06:00:00,1,2
2021-04-11 00:02:13,1040016,5017021,2021-04-11 00:10:00,1,2
2021-04-11 00:02:18,5017026,214K071,2021-04-10 12:00:00,1,2
2021-04-11 00:02:23,1040016,1040191,2021-04-11 00:10:00,1,2
2021-04-11 00:02:32,1120051,214K096,2021-04-11 15:00:00,1,4
2021-04-11 00:02:33,9090010,1100076,2021-04-11 00:10:00,1,2
2021-04-11 00:02:34,1810001,208F001,2021-04-10 09:00:00,1,2
2021-04-11 00:02:37,214K041,1800131,2021-04-10 09:10:00,1,2
2021-04-11 00:02:42,214K041,1800131,2021-04-10 09:10:00,1,2
2021-04-11 00:02:46,214K121,1800186,2021-04-11 00:10:00,1,2
2021-04-11 00:02:47,1080116,214K201,2021-04-11 00:10:00,1,2
2021-04-11 00:02:51,214K041,1800131,2021-04-10 09:10:00,1,2
2021-04-11 00:02:56,1850250,1800036,2021-04-10 09:50:00,1,2
2021-04-11 00:03:03,1040061,1800111,2021-04-11 00:10:00,1,2
2021-04-11 00:03:03,213A031,1040026,2021-04-10 16:00:00,1,3
2021-04-11 00:03:04,1800072,1040116,2021-04-11 06:00:00,1,2
2021-04-11 00:03:08,1040001,1040051,2021-04-20 10:00:00,1,2
2021-04-11 00:03:14,1800072,1040116,2021-04-11 00:10:00,1,2
2021-04-11 00:03:17,1800001,1040126,2021-04-10 00:00:00,1,2
2021-04-11 00:03:17,1080306,1010021,2021-05-01 16:00:00,1,1
2021-04-11 00:03:24,1800001,1040126,2021-04-10 00:00:00,1,2
2021-04-11 00:03:24,1040061,1800111,2021-04-11 00:10:00,1,2
2021-04-11 00:03:27,1040031,1461050,2021-04-11 00:10:00,1,2
2021-04-11 00:03:36,1040016,1040191,2021-04-12 12:30:00,1,2
2021-04-11 00:03:38,1040016,1400116,2021-04-11 10:10:00,1,2
2021-04-11 00:03:40,1040126,1040026,2021-04-11 00:40:00,1,2
2021-04-11 00:03:43,1040266,1040291,2021-04-11 00:10:00,1,2
2021-04-11 00:03:44,1080321,1040366,2021-04-11 00:10:00,1,2
2021-04-11 00:03:50,1461160,1800111,2021-04-11 00:10:00,1,2
2021-04-11 00:03:52,1080321,1040366,2021-04-11 00:10:00,1,2
2021-04-11 00:03:53,1120051,214K096,2021-04-11 14:00:00,1,4
2021-04-11 00:03:53,5005046,1040361,2021-04-27 13:00:00,1,2
2021-04-11 00:03:53,1080321,1040366,2021-04-11 00:10:00,1,2
2021-04-11 00:03:53,8011006,1420041,2021-04-11 00:10:00,1,2
2021-04-11 00:03:57,1080321,1040366,2021-04-11 00:10:00,1,2
2021-04-11 00:04:03,1040031,1461050,2021-04-11 00:10:00,1,2
2021-04-11 00:04:03,1040116,1040026,2021-04-11 00:40:00,1,2
2021-04-11 00:04:08,1040126,1040026,2021-04-11 00:40:00,1,2
2021-04-11 00:04:15,1120051,214K096,2021-04-11 14:00:00,1,4
2021-04-11 00:04:24,1800026,6026076,2021-04-11 00:10:00,1,2
2021-04-11 00:04:27,1040016,1040026,2021-04-10 21:20:00,1,2
2021-04-11 00:04:29,1800001,1040126,2021-04-11 00:10:00,1,2
2021-04-11 00:04:33,1120048,214K096,2021-04-11 14:00:00,1,4
2021-04-11 00:04:38,1040001,1040126,2021-04-10 00:00:00,1,2
2021-04-11 00:04:41,1800006,1040046,2021-04-11 00:10:00,1,2
2021-04-11 00:04:47,1830026,1800156,2021-04-11 08:10:00,1,2
2021-04-11 00:04:47,1800006,1040046,2021-04-11 00:10:00,1,2
2021-04-11 00:04:48,1800026,6026076,2021-04-11 00:10:00,1,2
2021-04-11 00:04:48,1100086,1040236,2021-04-11 00:10:00,1,2
2021-04-11 00:04:49,1040016,1040191,2021-04-12 23:30:00,1,2
2021-04-11 00:04:52,212D001,1800061,2021-04-11 00:10:00,1,2
2021-04-11 00:04:52,1040001,1040126,2021-04-10 00:00:00,1,2
2021-04-11 00:04:54,1040016,5017021,2021-04-11 08:10:00,1,2
2021-04-11 00:04:56,9039100,8011011,2021-04-11 00:10:00,1,2
2021-04-11 00:04:56,1461160,1010256,2021-05-02 05:00:00,1,2
2021-04-11 00:04:59,1800171,1082005,2021-04-11 00:10:00,1,2
2021-04-11 00:05:00,1040016,1040026,2021-04-10 21:20:00,1,2
2021-04-11 00:05:04,1800051,1800001,2021-04-11 00:10:00,1,2
