datetime,start_code,end_code,spec_datetime,spec_type,car_type
2022-02-14 00:00:01,1910140,1800156,2022-02-14 00:00:00,1,2
2022-02-14 00:00:01,1040051,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:00:02,1040236,1040116,2022-02-26 06:00:00,1,2
2022-02-14 00:00:06,1040051,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:00:09,6016011,1040106,2022-02-05 11:00:00,1,2
2022-02-14 00:00:10,1040161,1100006,2022-02-13 00:00:00,1,1
2022-02-14 00:00:11,1010006,5017006,2022-02-13 00:00:00,1,2
2022-02-14 00:00:14,1800131,1800081,2022-02-13 00:00:00,1,2
2022-02-14 00:00:17,1040046,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:00:18,1120041,1430016,2022-02-14 00:00:00,1,2
2022-02-14 00:00:19,1040161,1100006,2022-02-13 00:00:00,1,1
2022-02-14 00:00:20,1800006,1040116,2022-02-13 00:00:00,1,2
2022-02-14 00:00:21,1040161,1100006,2022-02-13 00:00:00,1,1
2022-02-14 00:00:22,1010021,1800131,2022-02-13 00:00:00,1,2
2022-02-14 00:00:23,1040236,1040116,2022-02-26 06:00:00,1,2
2022-02-14 00:00:24,1710054,1410006,2022-02-14 00:00:00,1,2
2022-02-14 00:00:26,1040046,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:00:27,1040146,1800061,2022-02-14 00:00:00,1,2
2022-02-14 00:00:28,1800006,1040116,2022-02-13 00:00:00,1,2
2022-02-14 00:00:29,1100016,1040016,2022-02-14 07:30:00,2,2
2022-02-14 00:00:30,1800006,1040116,2022-02-14 00:00:00,1,2
2022-02-14 00:00:31,1110280,1800131,2022-02-20 07:00:00,1,2
2022-02-14 00:00:31,214K081,5004001,2022-02-13 00:00:00,1,2
2022-02-14 00:00:31,1800061,1800121,2022-02-14 00:00:00,1,2
2022-02-14 00:00:39,214K081,5004001,2022-02-13 00:00:00,1,2
2022-02-14 00:00:39,214K101,6004041,2022-02-13 01:00:00,1,2
2022-02-14 00:00:42,1800016,1080321,2022-02-13 00:00:00,1,2
2022-02-14 00:00:42,1800076,5034006,2022-02-14 11:00:00,1,2
2022-02-14 00:00:45,1040046,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:00:45,214K101,6004041,2022-02-13 01:00:00,1,2
2022-02-14 00:00:46,1800061,1800121,2022-02-14 00:00:00,1,2
2022-02-14 00:00:46,214K081,5004001,2022-02-13 00:00:00,1,2
2022-02-14 00:00:46,1900021,1040061,2022-02-14 00:00:00,1,2
2022-02-14 00:00:48,1080251,1010031,2022-02-13 00:00:00,1,4
2022-02-14 00:00:49,1800051,1030071,2022-02-14 00:00:00,1,2
2022-02-14 00:00:49,214K081,5004001,2022-02-13 00:00:00,1,2
2022-02-14 00:00:50,214K111,1010256,2022-02-14 00:00:00,1,2
2022-02-14 00:00:56,214K111,1010256,2022-02-14 00:00:00,1,2
2022-02-14 00:00:57,1040161,1040236,2022-02-14 00:00:00,1,2
2022-02-14 00:00:57,1080026,1800131,2022-02-11 00:30:00,1,2
2022-02-14 00:00:57,214K081,5004001,2022-02-14 00:00:00,1,2
2022-02-14 00:00:58,1080251,1010031,2022-02-13 00:00:00,1,4
2022-02-14 00:00:59,1080026,1800131,2022-02-11 00:30:00,1,2
2022-02-14 00:01:01,1080251,1010031,2022-02-14 00:10:00,1,2
2022-02-14 00:01:01,1040266,204B026,2022-02-14 00:10:00,1,2
2022-02-14 00:01:03,1461090,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:01:04,1040266,204B026,2022-02-14 00:10:00,1,2
2022-02-14 00:01:04,1800001,1800131,2022-02-14 00:10:00,1,2
2022-02-14 00:01:06,1080026,1800131,2022-02-11 00:30:00,1,2
2022-02-14 00:01:07,1461090,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:01:12,1040051,1040116,2022-02-13 00:00:00,1,2
2022-02-14 00:01:13,1080026,1800131,2022-02-11 00:30:00,1,2
2022-02-14 00:01:16,214K029,1040366,2022-02-14 00:10:00,1,2
2022-02-14 00:01:17,1461090,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:01:17,214K029,1040366,2022-02-14 00:10:00,1,2
2022-02-14 00:01:18,6021046,1040266,2018-12-03 12:00:00,1,2
2022-02-14 00:01:21,1040051,1040116,2022-02-13 00:00:00,1,2
2022-02-14 00:01:22,1461090,6016021,2022-02-13 00:00:00,1,2
2022-02-14 00:01:25,1040146,1400011,2022-02-14 00:10:00,1,2
2022-02-14 00:01:26,1040051,1040116,2022-02-14 00:10:00,1,2
2022-02-14 00:01:27,214K029,1040366,2022-02-14 00:10:00,1,2
